Type of Facility,Name of Facility,Street address,County,Phone number,State FIPS code,County FIPS code,County Number,County Code,Location 1
DDAP-Licensed Treatment Facility,Livengrin Counseling Center,"252 Swamp Road, Suite 55",Bucks,215-340-1765,42,017,9,09,"Doylestown, Pennsylvania 18901
(40.319828, -75.115534)"
DDAP-Licensed Treatment Facility,Family Service & Children's Aid Society,"119 East Mechanic Street, Suite A",Crawford,814-827-3472,42,039,20,20,"Titusville, Pennsylvania 16354
(41.6241, -79.673015)"
DDAP-Licensed Treatment Facility,Interim House Incorporated,333 West Upsal Street,Philadelphia,215-849-4606,42,101,51,51,"Philadelphia, Pennsylvania 19119
(40.043181, -75.188918)"
DDAP-Licensed Treatment Facility,Drug and Alcohol Treatment Services,441 Wyoming Avenue,Lackawanna,570-961-1997,42,069,35,35,"Scranton, Pennsylvania 18503
(41.4124032, -75.6616397)"
DDAP-Licensed Treatment Facility,Gaudenzia Inc. - Integrity House,1141 East Market Street,York,717-848-8816,42,133,67,67,"York, Pennsylvania 17403
(39.971585, -76.704972)"
PacMAT,"Penn State University College of Medicine, Dr. Yasmeen",815 Cumberland Street,Lebanon,717-277-7400,42,075,38,38,"Lebanon, Pennsylvania 17042
(40.33947, -76.42527)"
DDAP-Licensed Treatment Facility,"Gaudenzia Erie, Inc. - North East",6 East Main Street,Erie,814-459-6304,42,049,25,25,"North East, Pennsylvania 16428
(42.2161438, -79.8343382)"
DDAP-Licensed Treatment Facility,"Liberation Way, LLC",1035 Virginia Drive Suite 120 and 130,Montgomery,877-636-9322,42,091,46,46,"Fort Washington, Pennsylvania 19034
(40.135606, -75.182159)"
PacMAT,"Allegheny Health Network, Squirrel Hill Health Center",4516 Browns Hill Rd,Allegheny,412-422-7442,42,003,2,02,"Pittsburgh, Pennsylvania 15217
(40.416919, -79.925479)"
DDAP-Licensed Treatment Facility,ADAPPT House,208-216 Madison Avenue,Berks,610-478-8800,42,011,6,06,"Reading, Pennsylvania 19601
(40.3391589, -75.9287945)"
DDAP-Licensed Treatment Facility,Rehab After Work,"491 John Young Way, Suite 300",Chester,610-889-9939,42,029,15,15,"Exton, Pennsylvania 19341
(40.0231856, -75.6524465)"
DDAP-Licensed Treatment Facility,Centre Counseling Associates,"103 East Beaver Avenue, Suite 5",Centre,814-861-2055,42,027,14,14,"State College, Pennsylvania 16801
(40.7936949, -77.8602026)"
DDAP-Licensed Treatment Facility,White Deer Run of Harrisburg,"Governor's Plaza South, 2001 North  Front Street, Building 1, Suite 212-217",Dauphin,610-431-5562,42,043,22,22,"Harrisburg, Pennsylvania 17102
(40.276073, -76.89853)"
PacMAT,"Penn State University College of Medicine, Lancaster Health Center-Arch Street",333 North Arch Street ,Lancaster,717-299-6371,42,071,36,36,"Lancaster, Pennsylvania 17602
(40.043259, -76.310312)"
DDAP-Licensed Treatment Facility,White Deer Run of Lewisburg,"115 Farley Circle, Suite 303",Union,570-538-2567,42,119,60,60,"Lewisburg, Pennsylvania 17837
(40.963834, -76.909295)"
DDAP-Licensed Treatment Facility,Harwood House,9200 West Chester Pike,Delaware,610-853-3440,42,045,23,23,"Upper Darby, Pennsylvania 19082
(39.9680711, -75.292646)"
DDAP-Licensed Treatment Facility,"Project Transition, Inc.","2913 Windmill Road, Suite 4 And 5",Berks,610-678-8787,42,011,6,06,"Sinking Spring, Pennsylvania 19608
(40.319256, -76.0109)"
DDAP-Licensed Treatment Facility,Naaman Center - Quarryville Satellite Office,248 Maple Avenue,Lancaster,717-786-2802,42,071,36,36,"Quarryville, Pennsylvania 17566
(39.891815, -76.167305)"
DDAP-Licensed Treatment Facility,"UHS Recovery Foundation, Inc.",5000 Hilltop Drive,Delaware,484-490-1060,42,045,23,23,"Brookhaven, Pennsylvania 19015
(39.881171, -75.395931)"
PacMAT,"Allegheny Health Network, Forbes Family Practice",2550 Mosside Blvd Suite 500,Allegheny,412-457-110,42,003,2,02,"Monroeville, Pennsylvania 15146
(40.426998, -79.75258)"
DDAP-Licensed Treatment Facility,"Mazzitti and Sullivan Counseling Services, Inc.",1345 East Chocolate Avenue,Dauphin,717-534-1650,42,043,22,22,"Hershey, Pennsylvania 17033
(40.2976338, -76.619491)"
DDAP-Licensed Treatment Facility,Achievement Through Counseling and Treatment,5820 Old York Road,Philadelphia,215-276-8400,42,101,51,51,"Philadelphia, Pennsylvania 19141
(40.042035, -75.144729)"
DDAP-Licensed Treatment Facility,"Wyoming Valley Alcohol and Drug Services, Inc.","480 Pierce Street, Suite 316-317",Luzerne,570-820-8888,42,079,40,40,"Kingston, Pennsylvania 18704
(41.258588, -75.883573)"
DDAP-Licensed Treatment Facility,Memorial Medical Center,320 Main Street,Cambria,814-534-6136,42,021,11,11,"Johnstown, Pennsylvania 15901
(40.3265665, -78.9215197)"
Center of Excellence,"Clinical Outcomes Group, Inc.",437 North Centre Street,Schuylkill,570-628-6990,42,107,54,54,"Pottsville, Pennsylvania 17901
(40.689075, -76.19773)"
PacMAT,"UPMC Insurance Division, CleanSlate Addiction Treatment Centers",329 Pine Street,Lycoming,570-505-8331,42,081,41,41,"Williamsport, Pennsylvania 17701
(41.2407759, -77.003591)"
DDAP-Licensed Treatment Facility,Northeast Treatment Centers,300 South 7Th Street,Northampton,610-253-6760,42,095,48,48,"Easton, Pennsylvania 18042
(40.686889, -75.217631)"
DDAP-Licensed Treatment Facility,The Andante Center,"6404 Roosevelt Boulevard, Suite 1C",Philadelphia,215-850-7723,42,101,51,51,"Philadelphia, Pennsylvania 19149
(40.03582, -75.069677)"
DDAP-Licensed Treatment Facility,Gaudenzia New Image,1300 East Tulpehocken Street,Philadelphia,215-924-6322,42,101,51,51,"Philadelphia, Pennsylvania 19138
(40.0563604, -75.1632106)"
DDAP-Licensed Treatment Facility,New Horizons Treatment Center,4 North Mill Street,Lawrence,724-202-6818,42,073,37,37,"New Castle, Pennsylvania 16101
(41.000687, -80.34428)"
DDAP-Licensed Treatment Facility,"Alcohol And Drug Abuse Services, Inc. Satellite","34 East 4th Street, Suite 2",Cameron,814-642-9541,42,023,12,12,"Emporium, Pennsylvania 15834
(41.5109922, -78.2355741)"
DDAP-Licensed Treatment Facility,"Alternative Counseling Associates, Inc.",438-440 High Street,Montgomery,610-970-9060,42,091,46,46,"Pottstown, Pennsylvania 19464
(40.244401, -75.642934)"
DDAP-Licensed Treatment Facility,New Perspective at White Deer Run,240 South 8th Street,Lebanon,717-274-3763,42,075,38,38,"Lebanon, Pennsylvania 17042
(40.335519, -76.423595)"
Center of Excellence,"TW Ponessa & Associates Counseling Services, Inc.",410 North Prince Street,Lancaster,717-560-7917  ,42,071,36,36,"Lancaster, Pennsylvania 17603
(40.044634, -76.309258)"
DDAP-Licensed Treatment Facility,Gaudenzia Erie Inc. Community House,521 West Seventh Street,Erie,814-459-5853,42,049,25,25,"Erie, Pennsylvania 16502
(42.1240189, -80.0962195)"
DDAP-Licensed Treatment Facility,Narcotic Addict Rehabilitation Program of Thomas Jefferson University,"1021 South 21 Street, 1st Floor",Philadelphia,215-735-5979,42,101,51,51,"Philadelphia, Pennsylvania 19146
(39.94, -75.178085)"
DDAP-Licensed Treatment Facility,"Quest Services, Inc.",210 1/2 West High Street,Centre,814-357-5953,42,027,14,14,"Bellefonte, Pennsylvania 16823
(40.911636, -77.779785)"
DDAP-Licensed Treatment Facility,"T. W. Ponessa and Associates Counseling Services, Inc.",160 Roosevelt Avenue 3rd Floor,York,717-845-2425,42,133,67,67,"York, Pennsylvania 17401
(39.9621077, -76.7344387)"
DDAP-Licensed Treatment Facility,Drug And Alcohol Services Of Beaver Valley Inc.,697 State Street,Beaver,724-728-8220,42,007,4,04,"Vanport, Pennsylvania 15009
(40.6793351, -80.3392475)"
